HR12AIK50447239642,,9072.46,2020.04.21 20:29
BA13KB99215882853,ME11UNIC76266028131,5685.83,2020.04.14 14:37
MK14OTP22229889464,HR12ERSTE1955680842,8813.42,2021.01.06 01:19
BA13KB51147485153,ME11INTESA78076555231,1913.87,2021.01.17 22:36
HR12UNIC32005700642,MK14INTESA18461729464,1432.02,2021.11.02 04:06
,SI15AIK85750289075,1261.32,2020.02.18 14:25
HR12ERSTE40859319042,ME11KB10593291031,7526.79,2020.05.04 05:22
BA13OTP88613059453,BA13OTP84644721553,4180.57,2020.11.08 07:46
MK14INTESA85098651064,RS10INTESA26813595420,1698.84,2020.03.09 08:49
HR12UNIC32005700642,SI15UNIC25296916575,470.85,2020.03.13 00:20
MK14UNIC2928718264,,7044.26,2021.10.23 22:54
SI15KB43541209075,,9388.67,2020.03.10 19:49
HR12AIK31094013442,RS10INTESA84964409020,6101.78,2021.03.20 17:20
HR12INTESA81802125242,SI15UNIC25296916575,2164.54,2020.08.26 11:02
HR12OTP81139480042,SI15KB76618945075,2106.21,2020.10.08 17:19
MK14INTESA98053876664,MK14KB83470945464,5251.34,2020.04.10 12:43
HR12ERSTE1955680842,HR12AIK31094013442,9345.7,2020.11.25 08:10
RS10INTESA28889727020,SI15KB27432476575,5524.56,2020.06.11 14:15
HR12INTESA98946697442,ME11UNIC76266028131,2195.59,2021.01.05 15:46
MK14UNIC48677652664,RS10UNIC20097425020,6289.82,2020.09.11 21:30
